,yearID,G,W,L,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP
0,1.0,1.0036630036630036,0.8515406162464986,1.1951447245564892,0.9830636055701919,0.9874998343032119,0.9493333333333334,1.0575275397796817,1.0626185958254268,0.5834932821497121,1.0086735773217685,0.9310009718172984,0.9916349809885932,,,,1.1727512231840422,1.2795937797524595,1.2794584302940553,0.9895337773549001,0.3116883116883117,0.0,0.9970918155380141,1.032888888888889,0.7063339731285988,1.418535759627592,1.0201603109059996,0.9851743021236811,,1.0061517429938482
1,1.0,1.0476190476190477,1.3146591970121382,0.776844070961718,1.1411366202484003,1.0330995903975397,1.0462222222222222,1.1228070175438596,1.0626185958254268,0.7677543186180422,1.1948381637402157,0.8532555879494655,1.0159695817490495,,,,0.8791870530673692,0.8454458901935893,0.7886608842817855,1.0504281636536632,0.935064935064935,0.0,1.0685500623182385,0.9413333333333334,0.46065259117082535,0.9648751586965721,1.1212047607481175,1.0727928409242686,,0.9952153110047847
2,1.0,1.0036630036630036,1.0457516339869282,0.9561157796451915,1.0071509220925856,1.025252190511539,1.0515555555555556,1.0901672786617707,1.3510436432637571,1.7197696737044146,0.9545166067273112,1.0184645286686103,0.8912547528517111,,,,0.9318780579601054,0.901301174230403,0.8834355828220858,1.0199809705042817,0.7272727272727273,0.0,1.0178645616950561,0.9813333333333333,1.1055662188099808,0.9107067287346593,0.9404906485304834,1.0556965406704955,,0.9952153110047847
3,1.0,0.9963369963369964,1.1503267973856208,0.8664799253034547,1.1050056454648098,0.9790161587507787,1.0675555555555556,0.9596083231334149,1.4421252371916509,2.36468330134357,0.9815950920245399,1.0942662779397474,0.8730038022813689,,,,0.9920963492660896,0.9901618533798794,1.0019039559974614,0.9362511893434824,1.3506493506493507,1.7777777777777777,0.9854590776900706,1.0124444444444445,1.9347408829174664,1.0427422767668217,1.1425795482147194,0.8911446507279284,,1.0061517429938482
4,1.0,0.989010989010989,0.7469654528478058,1.2250233426704016,0.9800526910048928,0.976258964196238,0.9564444444444444,0.835577315381477,0.8956356736242884,0.3685220729366603,1.0662153585783796,1.086491739552964,1.073764258555133,,,,1.2630786601430184,1.2288162488099017,1.2591495663211338,0.9971455756422455,0.6233766233766234,1.7777777777777777,0.9729954299958454,1.0977777777777777,1.1669865642994242,1.3169699534490056,0.9715812484819043,1.0257780152263924,,0.9952153110047847
5,1.0,1.0036630036630036,1.1951447245564892,0.8067226890756303,1.1215656755739556,1.0182531581807819,1.032,0.8616891064871481,1.2447817836812145,0.982725527831094,1.1677596784429871,1.0787172011661808,1.426615969581749,,,,0.9454271735039518,0.952078705172961,0.9240533107679288,1.004757373929591,1.0389610389610389,3.5555555555555554,1.0278354798504363,0.9804444444444445,0.5834932821497121,1.049513330512061,1.0473645858634928,0.9744891144650728,,1.0061517429938482
6,1.0,0.9816849816849816,1.0158730158730158,0.9411764705882353,1.085434700790365,1.0284335688437016,1.1333333333333333,1.1554467564259485,1.092979127134725,1.566218809980806,1.0391368732811508,0.7696793002915452,0.5870722433460076,,,,0.9469326307866014,0.926689939701682,0.9274381214300825,0.9895337773549001,1.0389610389610389,1.7777777777777777,0.9962609056917324,0.9911111111111112,1.3512476007677543,0.6195514176893779,1.014330823415108,0.9894483771871243,,0.9952153110047847
7,1.0,0.9963369963369964,0.7469654528478058,1.2698412698412698,0.9077907414377117,0.9805008019724546,0.9777777777777777,1.175030599755202,0.5009487666034156,1.0441458733205373,0.7988153162682462,0.956268221574344,1.064638783269962,,,,1.1004892736168612,1.2745160266582038,1.289612862280516,1.004757373929591,0.6233766233766234,0.0,0.9862899875363523,1.12,1.965451055662188,1.0427422767668217,0.7539470488219577,0.9595298517430212,,1.0061517429938482
8,1.0,0.967032967032967,0.642390289449113,1.3295985060690942,0.8716597666541211,0.9730775858640756,0.8888888888888888,0.926968584251326,0.9259962049335864,0.5834932821497121,0.9748254707002327,1.173955296404276,0.7817490494296578,,,,1.348889725254046,1.4014598540145986,1.452083774063888,0.9743101807802094,0.4155844155844156,0.0,0.9613626921479019,1.1608888888888889,0.982725527831094,1.35759627592044,0.7403449113432111,1.083478028582877,,0.9952153110047847
9,1.0,1.0183150183150182,0.7170868347338936,1.2997198879551821,1.0372600677455777,1.035220509285648,1.0462222222222222,1.1946144430844554,1.01707779886148,0.42994241842610365,1.0899090332134547,1.173955296404276,0.9673003802281369,,,,1.3097478359051562,1.1298000634719136,1.1000634651999153,1.0123691722169363,0.6233766233766234,0.0,1.0228500207727462,1.1235555555555556,0.8598848368522073,0.9513330512060939,1.1639543356813213,1.3014558568184853,,0.9842788790157211
10,1.0,1.010989010989011,1.2549019607843137,0.7021475256769374,0.9920963492660896,1.006800196184997,1.0213333333333334,0.8486332109343125,1.1537001897533208,1.689059500959693,0.9138988787814681,0.8862973760932945,0.9551330798479087,,,,0.7211140383891607,0.6677245318946367,0.6634228897821027,1.0123691722169363,2.0779220779220777,1.7777777777777777,1.0037390943082676,0.8062222222222222,0.8291746641074856,1.0393567498942022,1.410735972795725,0.9189261386403099,,1.0061517429938482
11,1.0,0.9963369963369964,1.2100840336134453,0.776844070961718,1.2450131727512233,1.0239796391786742,1.0746666666666667,1.1946144430844554,1.3510436432637571,0.9520153550863724,1.0255976306325365,0.9193391642371235,1.3201520912547529,,,,0.8942416258938652,0.8200571247223104,0.8157393695790142,1.0123691722169363,1.3506493506493507,0.0,1.0037390943082676,0.8782222222222222,0.42994241842610365,1.0969107067287347,1.1581248481904298,1.0150928275677842,,0.9952153110047847
12,1.0,0.967032967032967,1.0308123249299719,0.911297852474323,0.8054196462175386,0.960352072535426,0.9075555555555556,0.9857201142390861,0.698292220113852,0.491362763915547,0.907129257457161,0.9426627793974732,0.7482889733840304,,,,0.7662777568686489,0.7845128530625198,0.8055849375925533,0.9514747859181731,1.6623376623376624,5.333333333333333,0.9696717906107187,0.9528888888888889,0.7984644913627639,0.663563267033432,1.0085013359242168,0.90610391344998,,1.0061517429938482
13,1.0,1.0183150183150182,0.9859943977591037,1.0158730158730158,0.803914188934889,0.999589071965429,0.9511111111111111,0.9791921664626683,0.7438330170777988,0.42994241842610365,0.6566532684577956,1.1331389698736638,0.8730038022813689,,,,0.8731652239367708,0.9063789273246589,0.9037444467950073,1.027592768791627,1.3506493506493507,0.0,0.9995845450768591,1.0577777777777777,0.7063339731285988,0.75497249259416,0.7131406363857178,0.8890076131962068,,1.0061517429938482
14,1.0,1.0036630036630036,1.3744164332399627,0.642390289449113,1.1878057960105382,1.0084969312954837,1.056888888888889,0.9726642186862505,0.713472485768501,1.1055662188099808,1.3877723714829702,1.0126336248785228,1.423574144486692,,,,0.754234098607452,0.7134243097429388,0.7074254283900994,1.004757373929591,1.2467532467532467,0.0,1.0070627336933942,0.8346666666666667,0.5834932821497121,0.7617435463393991,1.0046150109302892,0.9189261386403099,,1.0061517429938482
15,1.0,0.9963369963369964,0.7170868347338936,1.284780578898226,0.7256304102371095,0.9641697265340209,0.8391111111111111,0.6397388820889433,0.7438330170777988,0.9213051823416507,0.8326634228897821,0.9698736637512148,1.0068441064638782,,,,1.1004892736168612,1.1780387178673437,1.1982229744023694,1.0123691722169363,0.6233766233766234,0.0,0.9796427087660988,1.0284444444444445,1.5355086372360844,1.0088870080406263,0.7889239737673063,1.0129557900360624,,0.9952153110047847
16,1.0,1.0201834862385322,1.0526315789473684,0.9774436090225563,0.9745880178653935,0.9950050995057402,0.9621008654133094,0.8225538971807629,1.0046168051708217,0.47976011994003,0.9141607435757244,1.1182683531099231,1.0332225913621262,,,,0.9795164022793778,0.9091127964367401,0.9038400507775309,1.0616899948159668,1.7582417582417582,0.4444444444444444,1.002892149129726,0.92905791697738,0.6476761619190404,0.9272826681246583,1.1242680546519193,1.1514500537056929,,0.9842788790157211
17,1.0,1.0275229357798166,1.3984962406015038,0.6616541353383458,1.2259356229785923,1.0073485185282043,1.0066646772107828,0.9976782752902156,1.1671283471837488,1.1274362818590704,1.202843083652269,0.8366149432781328,1.2923588039867109,,,,0.8698598490682273,0.9360780065005417,0.9165344335131703,0.995334370139969,1.7582417582417582,0.4444444444444444,1.0197191986117684,0.9584886900323142,0.7916041979010495,0.8747949699289229,0.9806115810019519,0.9044038668098818,,1.0061517429938482
