R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,Classification
0.9763964064505328,1.0020093305244422,1.0342687461544635,1.1257041686785774,1.3725888324873092,0.9337016574585636,0.7807807807807807,0.9614222222222224,0.9089709762532984,1.1012574454003972,1.0,1.0,0.9952569611070808,1.0258436833521514,1.0299110751818916,0.7405063291139241,0.9212598425196852,1.3091641490433032,0.9958884851057056,0.9918407747251275,1.085328422344997,0.8451951951951949,0.8366222222222223,0.953924914675768,1.0445240532241555,1.0063191153238549,2
1.126099706744868,0.9911155448623908,1.0164979226332136,0.9530032671525508,1.0909090909090908,1.2806830309498398,1.0921263280454083,0.8961654459284791,1.4731182795698925,1.3860182370820668,1.0,1.0,0.853958944281525,0.8788709513656209,0.8806201550387597,0.8923802042419482,1.1338582677165354,1.6271186440677967,0.9979089008091644,0.9676793794440852,1.3489861259338314,0.6915750915750916,0.8204538925596093,0.8781919577340769,1.141804788213628,1.0091027308192455,3
1.0767915352963182,1.0307720320466132,1.0568436601514073,1.0699922057677318,1.2682926829268293,1.1208855228662973,0.923314462171899,1.1095582730222109,1.5688903788132749,1.0738423028785984,1.0,1.0,0.8933896221877841,0.8859723058398558,0.8540603024756771,0.6834611171960572,0.7679324894514766,1.6095238095238096,1.035975447024286,0.9766030967265438,0.9466938537722106,0.9634585692228512,1.1731469927626652,0.9629629629629628,1.0334064862228722,0.996837944664032,3
1.0728682170542636,1.0087058200188184,1.0541404785533135,1.1262135922330097,0.8048780487804879,1.086401749908859,0.8444968384953381,0.9327306567402288,0.9621993127147768,1.0799136069114472,1.0,1.0,1.0883720930232559,1.1466314398943196,1.158432708688245,0.7608695652173914,0.8130081300813008,1.0494752623688155,0.9890828942383856,1.0350277502113427,1.115566897557419,1.0502625656414104,1.1092794469555969,0.8543417366946778,0.9032258064516128,1.008230452674897,0
0.98,0.9983937425797892,1.028876648305792,1.042429863204266,1.3968253968253967,0.6190476190476191,0.8954464512846604,0.7554870091351287,0.7744774477447744,1.0,1.0,1.0,0.9506666666666668,0.9605887479422872,0.9800204170920228,0.9500471253534402,0.9014084507042254,0.5589519650655022,0.9796369667373076,1.0166889185580774,0.9285714285714286,0.7215286624203822,0.9244275714794165,0.8345323741007195,0.8219416630387462,1.0032320620555912,1
0.958214081282198,0.9708003393665158,0.9406430829803732,1.031990029081845,1.2193158953722334,1.3636363636363635,1.2185845912566171,1.3192670738478622,0.9847645429362882,1.0,1.0,1.0,1.1997710360618203,1.062354392215979,1.1044099703677883,0.9266770670826836,0.0,1.3333333333333333,0.961012510910678,1.0788045099325894,1.3636363636363635,1.0936887495099958,0.8595224875069405,1.1575059743645448,1.0,0.9820143884892087,0
0.8955173858399665,0.977595211548618,0.9293695292646524,0.9972354863030912,0.8093841642228738,0.2902881536819637,0.9966525978751274,0.7904638805112739,0.8924731182795699,0.7902735562310029,1.0,1.0,0.933054042731462,0.9795918367346941,0.9872868217054264,1.106048703849175,1.1338582677165354,0.4519774011299435,0.9920901900172744,0.9831932773109244,0.9050160085378868,1.0596336996336997,1.0249928181557024,0.7373055474024068,1.1123388581952118,1.0091027308192455,1
0.94467382328654,1.0000407873591817,0.9598766423592148,0.9132972972972974,1.1178838412880967,0.6075949367088608,1.012294714170331,1.0291457286432162,1.1546031051825938,0.9518248175182482,1.0,1.0,0.8571428571428571,0.8892995749399369,0.8726023475522473,0.8708272859216255,1.680672268907563,1.935483870967741,1.017283066177129,0.9026616947409026,0.6751054852320675,1.1197846567967698,1.2583428074633851,0.948854722309382,1.0753186558516803,1.0047972088966417,2
0.8094678832776222,0.9901662878334728,0.9343822304488664,1.0335281451860965,1.3714285714285714,0.6546762589928058,0.8328912466843501,0.9637841832963784,0.5072046109510087,0.6567164179104478,1.0,1.0,1.1086819044177432,1.0869654184571311,1.0978430759612379,0.8770053475935828,0.4494382022471911,0.7191011235955056,0.9902753794419704,1.095788986580287,1.0215827338129495,0.9478337754199824,0.9194382852919438,1.1974752028854825,1.1124354390147,0.9980707395498388,0
0.8782187337311281,0.9879251599019668,0.9554435751226628,0.9234917425008426,0.9138655462184876,0.8431406991041629,0.8883039973679882,1.1327975507079984,1.7236662106703144,1.2471655328798186,1.1443102352193262,1.010568031704095,0.9575107124264146,0.9560237803811856,0.9638132568068876,0.6410256410256411,0.5882352941176471,1.222410865874363,0.9918062482174927,0.9793130884498076,0.8905673634287721,1.0692548116466525,1.005549177190968,1.0879025239338556,0.9170027594990448,0.9988788094995408,1
